,pmcid,part,tokens,term_frequency
4001,PMC8167591,4. Constraints in Problem Solving,likely,1
4002,PMC8167591,4. Constraints in Problem Solving,probably,1
4003,PMC8167591,6. Relation to Existing Constructs,always,1
4004,PMC8167591,6. Relation to Existing Constructs,certainly,1
4005,PMC8167591,6. Relation to Existing Constructs,often,2
4006,PMC8167591,6. Relation to Existing Constructs,usually,1
4007,PMC8167591,abstract,often,1
4008,PMC8167591,conclusion,always,2
4009,PMC8167591,conclusion,certainly,1
4010,PMC8167591,conclusion,likely,3
4011,PMC8167591,conclusion,often,4
4012,PMC8167591,conclusion,probably,2
4013,PMC8167591,conclusion,usually,1
4014,PMC8167591,introduction,always,1
4015,PMC8167591,introduction,often,1
4016,PMC8173029,The Current Taxonomy of Dual Tasks,never,1
4017,PMC8173029,The Lack of Validity and Comparability in Dual-Task Settings,often,1
4018,PMC8173029,discussion,usually,1
4019,PMC8173029,introduction,often,2
4020,PMC8174785,abstract,frequently,1
4021,PMC8174785,abstract,often,1
4022,PMC8174785,discussion,likely,1
4023,PMC8174785,discussion,often,1
4024,PMC8174785,introduction,possibly,1
4025,PMC8174785,result,frequently,1
4026,PMC8174785,result,usually,1
4027,PMC8182441,,often,1
4028,PMC8182441,Have’s and have-not’s voices,often,1
4029,PMC8182441,"Theorising in times of COVID-19Researchers across the world have tried to understand the impact of the current crisis on people and workplaces. They have largely done so through applying existing concepts and theories to the COVID-19 crisis. However, if the current crisis teaches humanity one lesson, it is that existing concepts cease to be able to explain our current predicament against the backdrop of a globalised world of increasing inequalities, dominated by neoliberal capitalism, and disintegrating democracies (Delanty, 2020; Žižek, 2020). It is no longer sufficient to rely on existing theory and concepts about work and its place in society as much of this theorising is woefully outdated and irrelevant when it comes to COVID-19. Triggered by the COVID-19 crisis, three critiques of contemporary theorising in work psychology are offered",always,2
4030,PMC8182441,"Theorising in times of COVID-19Researchers across the world have tried to understand the impact of the current crisis on people and workplaces. They have largely done so through applying existing concepts and theories to the COVID-19 crisis. However, if the current crisis teaches humanity one lesson, it is that existing concepts cease to be able to explain our current predicament against the backdrop of a globalised world of increasing inequalities, dominated by neoliberal capitalism, and disintegrating democracies (Delanty, 2020; Žižek, 2020). It is no longer sufficient to rely on existing theory and concepts about work and its place in society as much of this theorising is woefully outdated and irrelevant when it comes to COVID-19. Triggered by the COVID-19 crisis, three critiques of contemporary theorising in work psychology are offered",likely,1
4031,PMC8182441,"Theorising in times of COVID-19Researchers across the world have tried to understand the impact of the current crisis on people and workplaces. They have largely done so through applying existing concepts and theories to the COVID-19 crisis. However, if the current crisis teaches humanity one lesson, it is that existing concepts cease to be able to explain our current predicament against the backdrop of a globalised world of increasing inequalities, dominated by neoliberal capitalism, and disintegrating democracies (Delanty, 2020; Žižek, 2020). It is no longer sufficient to rely on existing theory and concepts about work and its place in society as much of this theorising is woefully outdated and irrelevant when it comes to COVID-19. Triggered by the COVID-19 crisis, three critiques of contemporary theorising in work psychology are offered",maybe,1
4032,PMC8182441,Women and minority voices,often,2
4033,PMC8182441,introduction,often,2
4034,PMC8183729,introduction,likely,1
4035,PMC8191952,introduction,frequently,1
4036,PMC8191952,method,always,2
4037,PMC8191952,method,never,1
4038,PMC8191952,method,usually,3
4039,PMC8193576,discussion,likely,3
4040,PMC8193576,introduction,often,2
4041,PMC8193576,introduction,usually,1
4042,PMC8193576,method,always,1
4043,PMC8193576,method,never,3
4044,PMC8193576,method,often,6
4045,PMC8193576,method,usually,1
4046,PMC8193576,result,never,2
4047,PMC8196279,abstract,frequently,1
4048,PMC8196279,abstract,likely,1
4049,PMC8196279,abstract,often,1
4050,PMC8196279,background,likely,3
4051,PMC8196279,background,often,3
4052,PMC8196279,discussion,likely,4
4053,PMC8196279,method,always,1
4054,PMC8196279,method,likely,1
4055,PMC8196279,method,often,2
4056,PMC8196279,method,rarely,1
4057,PMC8196279,method,usually,1
4058,PMC8196279,result,likely,1
4059,PMC8197202,discussion,likely,1
4060,PMC8197202,result,never,1
4061,PMC8197202,result,often,1
4062,PMC8197202,result,rarely,1
4063,PMC8198184,introduction,frequently,1
4064,PMC8198184,introduction,often,3
4065,PMC8199209,discussion,possibly,1
4066,PMC8199209,introduction,frequently,2
4067,PMC8199209,method,always,1
4068,PMC8199209,method,never,1
4069,PMC8199209,method,usually,1
4070,PMC8204804,discussion,frequently,1
4071,PMC8204804,discussion,possibly,1
4072,PMC8205317,abstract,frequently,2
4073,PMC8205317,abstract,often,2
4074,PMC8205317,method,likely,1
4075,PMC8205317,method,never,1
4076,PMC8206632,conclusion,always,1
4077,PMC8206632,conclusion,likely,1
4078,PMC8206632,conclusion,probably,1
4079,PMC8206632,discussion,probably,1
4080,PMC8206632,introduction,always,1
4081,PMC8206632,introduction,usually,1
4082,PMC8206632,method,always,1
4083,PMC8206632,method,never,2
4084,PMC8206632,method,often,3
4085,PMC8206632,method,rarely,2
4086,PMC8206836,discussion,frequently,1
4087,PMC8206836,discussion,likely,1
4088,PMC8206836,introduction,likely,1
4089,PMC8206836,introduction,often,1
4090,PMC8209427,Empirical Example,likely,1
4091,PMC8209427,Empirical Example,never,1
4092,PMC8209427,Empirical Example,probability,5
4093,PMC8209427,Latent Aggregation Approach,always,1
4094,PMC8209427,Simulation Study,probability,1
4095,PMC8209427,Within-Group Finite Population Selection and the New Approach,likely,1
4096,PMC8209427,Within-Group Finite Population Selection and the New Approach,often,1
4097,PMC8209427,Within-Group Finite Population Selection and the New Approach,probability,1
4098,PMC8209427,Within-Group Finite Population Selection and the New Approach,usually,1
4099,PMC8209427,abstract,often,1
4100,PMC8209427,discussion,likely,1
4101,PMC8209427,discussion,often,1
4102,PMC8209427,discussion,probability,3
4103,PMC8209427,discussion,usually,1
4104,PMC8209427,introduction,often,3
4105,PMC8209427,introduction,usually,3
4106,PMC8210845,Sections Assessment of Policy/Guidelines Options and Implications,certainly,1
4107,PMC8210845,Sections Assessment of Policy/Guidelines Options and Implications,likely,1
4108,PMC8210845,Sections Assessment of Policy/Guidelines Options and Implications,never,1
4109,PMC8210845,Sections Assessment of Policy/Guidelines Options and Implications,possibly,2
4110,PMC8210845,Sections Assessment of Policy/Guidelines Options and Implications,probably,1
4111,PMC8210845,Sections Assessment of Policy/Guidelines Options and Implications,usually,1
4112,PMC8210845,abstract,likely,1
4113,PMC8210845,conclusion,probably,1
4114,PMC8212153,introduction,never,1
4115,PMC8212153,method,never,1
4116,PMC8217429,Review of Related Literature,rarely,1
4117,PMC8217429,abstract,rarely,1
4118,PMC8217429,result,always,1
4119,PMC8217429,result,never,2
4120,PMC8217429,result,probably,1
4121,PMC8221710,,likely,1
4122,PMC8221710,,often,3
4123,PMC8221710,,usually,1
4124,PMC8236998,,likely,1
4125,PMC8236998,,often,1
4126,PMC8236998,REVIEW OF RELEVANT LITERATURETeachers’ professional learning and social media,frequently,1
4127,PMC8236998,REVIEW OF RELEVANT LITERATURETeachers’ professional learning and social media,often,1
4128,PMC8236998,REVIEW OF RELEVANT LITERATURETeachers’ professional learning and social media,rarely,1
4129,PMC8236998,abstract,frequently,1
4130,PMC8236998,discussion,likely,2
4131,PMC8236998,method,likely,1
4132,PMC8236998,method,often,1
4133,PMC8236998,result,always,1
4134,PMC8236998,result,frequently,1
4135,PMC8236998,result,often,2
4136,PMC8239237,introduction,likely,1
4137,PMC8239237,introduction,probably,1
4138,PMC8239237,introduction,usually,1
4139,PMC8239237,result,probably,2
4140,PMC8239824,abstract,frequently,1
4141,PMC8239824,analysis,always,1
4142,PMC8239824,analysis,probability,1
4143,PMC8239824,method,frequently,1
4144,PMC8246965,discussion,likely,2
4145,PMC8246965,discussion,often,1
4146,PMC8246965,discussion,probably,2
4147,PMC8246965,introduction,never,2
4148,PMC8246965,introduction,often,3
4149,PMC8246965,method,always,2
4150,PMC8246965,method,frequently,1
4151,PMC8246965,method,never,1
4152,PMC8246965,method,often,1
4153,PMC8246965,method,usually,2
4154,PMC8246965,result,always,1
4155,PMC8248231,abstract,likely,1
4156,PMC8248231,abstract,often,1
4157,PMC8248231,analysis,always,1
4158,PMC8248231,analysis,likely,1
4159,PMC8248231,analysis,never,3
4160,PMC8248231,analysis,probably,1
4161,PMC8248231,limitation,likely,1
4162,PMC8248231,method,likely,3
4163,PMC8248231,method,often,2
4164,PMC8249732,conclusion,always,1
4165,PMC8249732,conclusion,often,1
4166,PMC8249732,introduction,usually,1
4167,PMC8249732,method,always,1
4168,PMC8249732,method,never,1
4169,PMC8249732,method,probability,1
4170,PMC8258374,discussion,possibly,1
4171,PMC8258374,result,probability,1
4172,PMC8260983,method,usually,1
4173,PMC8264621,"Appendix ATable A1.Codes (based on PARCHISY, Deater-Deckard, 2000; Deater-Deckard et al., 1997).Code",always,1
4174,PMC8264621,"Appendix ATable A1.Codes (based on PARCHISY, Deater-Deckard, 2000; Deater-Deckard et al., 1997).Code",never,1
4175,PMC8264621,"Appendix ATable A1.Codes (based on PARCHISY, Deater-Deckard, 2000; Deater-Deckard et al., 1997).Code",often,1
4176,PMC8264621,Importance of studying both mothers’ and fathers’ provision of autonomy support,likely,1
4177,PMC8264621,Importance of studying both mothers’ and fathers’ provision of autonomy support,often,1
4178,PMC8264621,discussion,likely,2
4179,PMC8264621,discussion,often,1
4180,PMC8266196,introduction,frequently,1
4181,PMC8267407,Pandemic and Digital Divide,frequently,1
4182,PMC8267407,Pandemic and Digital Divide,likely,2
4183,PMC8267407,Pandemic and Digital Divide,often,2
4184,PMC8267407,Pandemic and Digital Divide,usually,2
4185,PMC8267407,discussion,probably,1
4186,PMC8267407,result,always,1
4187,PMC8267407,result,maybe,2
4188,PMC8267407,result,often,1
4189,PMC8267407,result,usually,2
4190,PMC8279771,abstract,frequently,1
4191,PMC8279771,analysis,likely,1
4192,PMC8279771,analysis,never,1
4193,PMC8279771,analysis,often,3
4194,PMC8279771,analysis,possibly,1
4195,PMC8279771,discussion,frequently,1
4196,PMC8279771,discussion,likely,2
4197,PMC8279771,discussion,rarely,1
4198,PMC8279771,introduction,always,1
4199,PMC8279771,introduction,frequently,2
4200,PMC8279771,introduction,likely,5
4201,PMC8279771,introduction,rarely,1
4202,PMC8279771,introduction,usually,2
4203,PMC8279771,method,frequently,1
4204,PMC8279771,method,likely,2
4205,PMC8283872,analysis,frequently,2
4206,PMC8283872,discussion,likely,1
4207,PMC8283872,discussion,possibly,1
4208,PMC8283872,discussion,probably,1
4209,PMC8283872,discussion,usually,2
4210,PMC8283872,result,usually,2
4211,PMC8290146,discussion,frequently,1
4212,PMC8290146,discussion,rarely,1
4213,PMC8290146,introduction,certainly,1
4214,PMC8290146,introduction,likely,1
4215,PMC8290146,introduction,often,2
4216,PMC8290146,method,always,1
4217,PMC8290146,method,likely,1
4218,PMC8290146,method,probability,1
4219,PMC8290146,result,maybe,2
4220,PMC8290146,result,probably,1
4221,PMC8293359,1. A 6P Framework for an Integrative Understanding of Intelligence,certainly,1
4222,PMC8293359,1. A 6P Framework for an Integrative Understanding of Intelligence,often,2
4223,PMC8293359,1. A 6P Framework for an Integrative Understanding of Intelligence,possibly,1
4224,PMC8293359,1. A 6P Framework for an Integrative Understanding of Intelligence,probably,1
4225,PMC8293359,2. Purpose,always,1
4226,PMC8293359,2. Purpose,never,2
4227,PMC8293359,2. Purpose,often,1
4228,PMC8293359,3. Press,certainly,1
4229,PMC8293359,3. Press,likely,4
4230,PMC8293359,3. Press,often,2
4231,PMC8293359,3. Press,possibly,3
4232,PMC8293359,4. Problems,never,1
4233,PMC8293359,4. Problems,often,4
4234,PMC8293359,4. Problems,probably,2
4235,PMC8293359,4. Problems,usually,1
4236,PMC8293359,5. Persons,certainly,2
4237,PMC8293359,5. Persons,likely,1
4238,PMC8293359,6. Processes,always,2
4239,PMC8293359,abstract,always,2
4240,PMC8293359,abstract,likely,1
4241,PMC8293359,abstract,unlikely,1
4242,PMC8293359,conclusion,always,1
4243,PMC8293359,conclusion,often,2
4244,PMC8293359,conclusion,probably,3
4245,PMC8293399,2. Literature Review2.1. CHC Theory,often,2
4246,PMC8293399,introduction,often,1
4247,PMC8296113,Appendix ATable A1Class-related boredom items of the Achievement Emotions Questionnaire-Mathematics (AEQ-M).Items German,frequently,1
4248,PMC8296113,discussion,likely,3
4249,PMC8296113,introduction,likely,1
4250,PMC8300064,,likely,1
4251,PMC8300064,,often,1
4252,PMC8300064,,probability,1
4253,PMC8300064,The Role of Social Media Use and Connection with Close Others,likely,5
4254,PMC8300064,abstract,often,1
4255,PMC8300064,discussion,frequently,3
4256,PMC8300064,discussion,likely,3
4257,PMC8300064,discussion,often,1
4258,PMC8300064,method,frequently,4
4259,PMC8300064,method,likely,4
4260,PMC8300064,method,often,2
4261,PMC8300064,method,unlikely,1
4262,PMC8300064,result,frequently,5
4263,PMC8311236,discussion,probably,1
4264,PMC8311236,introduction,always,1
4265,PMC8311236,introduction,often,1
4266,PMC8311236,introduction,probably,1
4267,PMC8314290,discussion,often,1
4268,PMC8314290,discussion,usually,3
4269,PMC8314290,method,always,1
4270,PMC8314290,method,never,2
4271,PMC8314307,abstract,often,1
4272,PMC8314307,discussion,often,1
4273,PMC8314307,discussion,usually,1
4274,PMC8314312,discussion,maybe,1
4275,PMC8314312,introduction,often,1
4276,PMC8314369,conclusion,certainly,1
4277,PMC8314369,discussion,likely,1
4278,PMC8314369,discussion,usually,2
4279,PMC8314369,introduction,often,1
4280,PMC8322017,Attention to Others’ Emotions,likely,1
4281,PMC8322017,Materials,always,1
4282,PMC8322017,Materials,never,1
4283,PMC8322017,Materials,often,1
4284,PMC8322017,Missing Values and Multiple Imputation,frequently,1
4285,PMC8322017,abstract,often,3
4286,PMC8322017,discussion,likely,1
4287,PMC8322017,discussion,often,2
4288,PMC8322017,limitation,often,1
4289,PMC8322017,limitation,usually,1
4290,PMC8330596,introduction,certainly,1
4291,PMC8330596,introduction,often,1
4292,PMC8330596,method,always,1
4293,PMC8330596,method,never,1
4294,PMC8330596,method,often,1
4295,PMC8339562,introduction,always,1
4296,PMC8345406,discussion,likely,1
4297,PMC8345406,discussion,usually,2
4298,PMC8345406,introduction,likely,1
4299,PMC8345406,introduction,often,1
4300,PMC8355528,discussion,likely,1
4301,PMC8355528,introduction,often,1
4302,PMC8358527,Mindset Theory,likely,2
4303,PMC8358527,Mindset Theory,never,1
4304,PMC8358527,abstract,often,2
4305,PMC8358527,method,always,1
4306,PMC8358527,result,always,1
4307,PMC8358527,result,frequently,2
4308,PMC8358527,result,often,3
4309,PMC8370636,discussion,likely,2
4310,PMC8370636,introduction,often,1
4311,PMC8370636,method,never,1
4312,PMC8380777,abstract,probability,2
4313,PMC8380777,conclusion,probability,3
4314,PMC8380777,discussion,probability,1
4315,PMC8380777,introduction,often,3
4316,PMC8380777,introduction,probability,3
4317,PMC8380777,introduction,probably,1
4318,PMC8380777,introduction,rarely,1
4319,PMC8380777,introduction,usually,3
4320,PMC8380777,method,often,2
4321,PMC8380777,result,frequently,7
4322,PMC8380777,result,likely,2
4323,PMC8380777,result,often,4
4324,PMC8380777,result,possibly,1
4325,PMC8380777,result,probability,14
4326,PMC8382716,conclusion,always,1
4327,PMC8382716,method,often,1
4328,PMC8382716,method,probability,1
4329,PMC8387721,discussion,never,1
4330,PMC8393999,discussion,always,3
4331,PMC8393999,discussion,frequently,1
4332,PMC8393999,discussion,often,3
4333,PMC8393999,method,often,1
4334,PMC8393999,result,often,1
4335,PMC8396141,discussion,likely,1
4336,PMC8396141,discussion,often,1
4337,PMC8396141,introduction,likely,1
4338,PMC8396141,method,likely,5
4339,PMC8396141,method,unlikely,2
4340,PMC8397231,discussion,often,2
4341,PMC8397231,introduction,often,2
4342,PMC8397231,method,unlikely,1
4343,PMC8405711,Inter-generational and Interdisciplinary Benefits of Belonging Research,likely,1
4344,PMC8405711,Inter-generational and Interdisciplinary Benefits of Belonging Research,often,1
4345,PMC8405711,Interview Approach,always,2
4346,PMC8405711,Interview Approach,certainly,3
4347,PMC8405711,Interview Approach,frequently,1
4348,PMC8405711,Interview Approach,likely,6
4349,PMC8405711,Interview Approach,never,6
4350,PMC8405711,Interview Approach,often,9
4351,PMC8405711,Interview Approach,probability,1
4352,PMC8405711,Interview Approach,probably,5
4353,PMC8405711,Interview Approach,usually,1
4354,PMC8405711,abstract,certainly,1
4355,PMC8405711,abstract,often,3
4356,PMC8421763,discussion,likely,4
4357,PMC8421763,introduction,likely,1
4358,PMC8421763,method,always,2
4359,PMC8421763,method,certainly,1
4360,PMC8421763,method,never,3
4361,PMC8422965,discussion,likely,3
4362,PMC8422965,discussion,maybe,1
4363,PMC8422965,introduction,usually,1
4364,PMC8422965,method,always,2
4365,PMC8422965,method,never,1
4366,PMC8422965,method,often,3
4367,PMC8422965,method,usually,1
4368,PMC8422965,result,likely,1
4369,PMC8422965,result,probability,1
4370,PMC8424117,discussion,likely,3
4371,PMC8424117,discussion,maybe,1
4372,PMC8424117,discussion,often,1
4373,PMC8424117,introduction,always,1
4374,PMC8424117,introduction,likely,1
4375,PMC8424117,result,usually,1
4376,PMC8427140,abstract,frequently,1
4377,PMC8427140,discussion,likely,1
4378,PMC8427140,result,frequently,1
4379,PMC8432807,discussion,possibly,1
4380,PMC8432807,discussion,unlikely,2
4381,PMC8432807,introduction,probability,6
4382,PMC8432807,method,likely,1
4383,PMC8432807,method,never,1
4384,PMC8432807,method,often,1
4385,PMC8432807,method,possibly,1
4386,PMC8435603,method,always,1
4387,PMC8435603,method,likely,1
4388,PMC8435603,method,never,1
4389,PMC8438905,Purpose of the Study,frequently,2
4390,PMC8438905,Purpose of the Study,often,1
4391,PMC8438905,Religion and Spiritual Practice Competencies,likely,4
4392,PMC8438905,Religion and Spiritual Practice Competencies,often,2
4393,PMC8438905,abstract,frequently,2
4394,PMC8438905,abstract,likely,2
4395,PMC8438905,conclusion,likely,1
4396,PMC8438905,discussion,frequently,1
4397,PMC8438905,discussion,likely,2
4398,PMC8438905,limitation,likely,1
4399,PMC8438905,method,frequently,1
4400,PMC8438905,result,always,1
4401,PMC8438905,result,never,1
4402,PMC8438905,result,often,1
4403,PMC8438905,result,rarely,1
4404,PMC8448426,Present Study,often,1
4405,PMC8448426,Present Study,possibly,1
4406,PMC8448426,conclusion,often,1
4407,PMC8448426,conclusion,possibly,1
4408,PMC8448426,discussion,likely,1
4409,PMC8448426,discussion,often,5
4410,PMC8448426,discussion,possibly,2
4411,PMC8448426,method,always,2
4412,PMC8448426,method,frequently,2
4413,PMC8448426,method,never,2
4414,PMC8448426,method,often,3
4415,PMC8448426,result,often,1
4416,PMC8456415,discussion,often,1
4417,PMC8456415,introduction,often,2
4418,PMC8458952,discussion,probability,1
4419,PMC8458952,introduction,frequently,1
4420,PMC8458952,introduction,probably,1
4421,PMC8458952,introduction,usually,4
4422,PMC8458952,method,always,1
4423,PMC8458952,method,often,1
4424,PMC8458952,method,usually,1
4425,PMC8476749,discussion,frequently,1
4426,PMC8476749,discussion,likely,2
4427,PMC8476749,discussion,often,2
4428,PMC8476749,introduction,frequently,3
4429,PMC8476749,introduction,often,1
4430,PMC8478204,discussion,likely,4
4431,PMC8478204,method,probability,1
4432,PMC8478204,method,rarely,1
4433,PMC8478204,method,usually,1
4434,PMC8478204,result,likely,10
4435,PMC8478204,result,often,1
4436,PMC8478204,result,probability,1
4437,PMC8483247,Application of DL In Piano Education of Children,often,1
4438,PMC8483247,Application of DL In Piano Education of Children,probability,3
4439,PMC8483247,introduction,always,1
4440,PMC8486128,discussion,frequently,1
4441,PMC8486128,discussion,likely,1
4442,PMC8486128,discussion,maybe,1
4443,PMC8486128,discussion,often,3
4444,PMC8486128,discussion,possibly,1
4445,PMC8486128,discussion,usually,1
4446,PMC8486128,introduction,probability,1
4447,PMC8486128,method,frequently,1
4448,PMC8486128,result,unlikely,1
4449,PMC8488140,abstract,rarely,1
4450,PMC8488140,discussion,often,2
4451,PMC8488140,discussion,usually,1
4452,PMC8488140,introduction,never,1
4453,PMC8488140,limitation,frequently,1
4454,PMC8488140,limitation,possibly,1
4455,PMC8488140,limitation,rarely,1
4456,PMC8488140,method,often,1
4457,PMC8488140,result,frequently,1
4458,PMC8488140,result,often,2
4459,PMC8490665,The Local Context,likely,1
4460,PMC8490665,The Local Context,often,1
4461,PMC8490665,introduction,likely,1
4462,PMC8490665,method,likely,1
4463,PMC8494346,discussion,probably,1
4464,PMC8494346,discussion,usually,1
4465,PMC8494346,introduction,usually,1
4466,PMC8494346,method,often,1
4467,PMC8496342,conclusion,always,1
4468,PMC8496342,method,always,1
4469,PMC8496342,method,never,1
4470,PMC8496342,result,probability,1
4471,PMC8505319,The Present Study,rarely,1
4472,PMC8505319,discussion,frequently,1
4473,PMC8505319,discussion,often,1
4474,PMC8505319,discussion,rarely,1
4475,PMC8505319,discussion,usually,1
4476,PMC8505319,introduction,frequently,1
4477,PMC8505319,method,usually,1
4478,PMC8506036,introduction,possibly,1
4479,PMC8506036,result,always,1
4480,PMC8506036,result,likely,12
4481,PMC8508010,discussion,usually,1
4482,PMC8508010,introduction,likely,2
4483,PMC8508010,method,always,1
4484,PMC8508010,method,never,1
4485,PMC8508291,discussion,likely,1
4486,PMC8508291,discussion,often,2
4487,PMC8508291,discussion,possibly,1
4488,PMC8508291,discussion,probably,1
4489,PMC8508291,introduction,likely,2
4490,PMC8508291,introduction,often,5
4491,PMC8508291,introduction,rarely,1
4492,PMC8508291,introduction,usually,3
4493,PMC8508291,method,always,3
4494,PMC8508291,method,never,2
4495,PMC8508291,method,often,1
4496,PMC8508291,result,often,2
4497,PMC8516388,conclusion,often,1
4498,PMC8516388,conclusion,usually,1
4499,PMC8516388,introduction,frequently,1
4500,PMC8516388,result,probability,2
4501,PMC8521177,discussion,likely,1
4502,PMC8539843,4.\u2003Findings,always,2
4503,PMC8539843,conclusion,always,2
4504,PMC8539843,conclusion,maybe,1
4505,PMC8539843,introduction,always,1
4506,PMC8539843,introduction,likely,3
4507,PMC8539843,introduction,maybe,1
4508,PMC8539843,introduction,never,1
4509,PMC8539843,limitation,probability,1
4510,PMC8539843,method,probability,1
4511,PMC8541818,Transition to Adulthood and Family Roles in Southern Europe,likely,1
4512,PMC8541818,Transition to Adulthood and Family Roles in Southern Europe,possibly,1
4513,PMC8541818,Transition to Adulthood and Family Roles in Southern Europe,usually,1
4514,PMC8541818,discussion,possibly,1
4515,PMC8541818,discussion,probably,1
4516,PMC8541818,discussion,usually,1
4517,PMC8541818,method,always,1
4518,PMC8542191,discussion,likely,1
4519,PMC8542191,discussion,often,1
4520,PMC8542191,introduction,often,1
4521,PMC8542673,discussion,likely,2
4522,PMC8542673,discussion,maybe,1
4523,PMC8542673,discussion,often,1
4524,PMC8542673,discussion,usually,1
4525,PMC8542673,introduction,likely,3
4526,PMC8542673,introduction,often,2
4527,PMC8542673,introduction,usually,1
4528,PMC8542673,method,never,2
4529,PMC8542673,method,usually,1
4530,PMC8542673,result,frequently,1
4531,PMC8542673,result,likely,1
4532,PMC8542673,result,never,1
4533,PMC8543908,abstract,likely,1
4534,PMC8543908,background,frequently,1
4535,PMC8543908,background,likely,1
4536,PMC8543908,background,often,1
4537,PMC8543908,discussion,likely,2
4538,PMC8543908,method,always,3
4539,PMC8543908,method,likely,2
4540,PMC8543908,method,never,4
4541,PMC8543908,method,often,1
4542,PMC8543908,method,probability,1
4543,PMC8544684,discussion,likely,1
4544,PMC8544684,method,likely,1
4545,PMC8544782,Experimental Design and Research Process,always,1
4546,PMC8544782,Experimental Design and Research Process,often,2
4547,PMC8548459,,likely,2
4548,PMC8548459,,possibly,1
4549,PMC8548459,,probably,1
4550,PMC8548459,Why Refutation-Based Interventions Are Not Enough,likely,1
4551,PMC8548459,Why Refutation-Based Interventions Are Not Enough,often,1
4552,PMC8548459,discussion,possibly,1
4553,PMC8548459,future,likely,1
4554,PMC8548459,future,maybe,1
4555,PMC8548459,future,possibly,2
4556,PMC8550031,Findings,always,7
4557,PMC8550031,Findings,certainly,1
4558,PMC8550031,Findings,never,3
4559,PMC8550031,Findings,often,3
4560,PMC8550031,Findings,probably,1
4561,PMC8550031,Findings,usually,4
4562,PMC8550367,abstract,frequently,2
4563,PMC8550367,discussion,frequently,3
4564,PMC8550367,discussion,often,1
4565,PMC8550367,discussion,unlikely,1
4566,PMC8550367,introduction,likely,2
4567,PMC8550367,introduction,often,1
4568,PMC8550367,introduction,probably,1
4569,PMC8550367,method,always,1
4570,PMC8550367,method,frequently,2
4571,PMC8550367,result,always,1
4572,PMC8550367,result,frequently,1
4573,PMC8550367,result,probability,1
4574,PMC8554322,discussion,likely,1
4575,PMC8554322,discussion,probably,1
4576,PMC8554322,discussion,usually,1
4577,PMC8569183,Literature Review,often,1
4578,PMC8569183,Literature Review,usually,1
4579,PMC8569183,introduction,often,1
4580,PMC8569183,result,never,2
4581,PMC8570634,discussion,often,2
4582,PMC8570634,result,often,2
4583,PMC8571245,Project Planning and Development,often,1
4584,PMC8571245,Project Planning and Development,usually,1
4585,PMC8571245,conclusion,possibly,1
4586,PMC8571245,discussion,certainly,3
4587,PMC8571245,discussion,often,2
4588,PMC8571245,introduction,often,4
4589,PMC8571245,method,always,4
4590,PMC8571245,method,often,2
4591,PMC8572110,conclusion,likely,1
4592,PMC8572110,introduction,frequently,1
4593,PMC8572110,result,maybe,1
4594,PMC8572110,result,never,1
4595,PMC8572110,result,usually,1
4596,PMC8576596,method,probability,2
4597,PMC8576900,abstract,often,2
4598,PMC8576900,background,frequently,2
4599,PMC8576900,background,likely,1
4600,PMC8576900,background,often,4
4601,PMC8576900,background,usually,1
4602,PMC8576900,discussion,likely,1
4603,PMC8576900,discussion,often,2
4604,PMC8576900,method,never,6
4605,PMC8576900,method,often,13
4606,PMC8576900,result,often,13
4607,PMC8576900,result,rarely,2
4608,PMC8578735,Literature Review,never,1
4609,PMC8578735,Research Design,frequently,1
4610,PMC8578735,conclusion,often,1
4611,PMC8578735,conclusion,probably,3
4612,PMC8578735,introduction,never,1
4613,PMC8578735,result,frequently,1
4614,PMC8578735,result,often,1
4615,PMC8578735,result,possibly,1
4616,PMC8578735,result,probably,1
4617,PMC8581621,discussion,always,1
4618,PMC8581621,discussion,likely,1
4619,PMC8581621,discussion,unlikely,1
4620,PMC8581621,introduction,frequently,1
4621,PMC8581621,introduction,rarely,1
4622,PMC8581621,introduction,usually,1
4623,PMC8581621,method,always,2
4624,PMC8581621,method,never,2
4625,PMC8581621,method,often,1
4626,PMC8581621,method,rarely,1
4627,PMC8583322,analysis,frequently,1
4628,PMC8583322,discussion,likely,2
4629,PMC8583322,introduction,always,1
4630,PMC8583322,introduction,likely,2
4631,PMC8583322,method,frequently,1
4632,PMC8583322,method,never,1
4633,PMC8583547,discussion,likely,1
4634,PMC8583547,discussion,usually,1
4635,PMC8583547,method,likely,1
4636,PMC8586087,discussion,never,1
4637,PMC8586087,method,frequently,1
4638,PMC8586087,method,often,1
4639,PMC8589038,method,always,2
4640,PMC8589038,method,never,2
4641,PMC8589038,result,always,1
4642,PMC8591044,Consultation With Others,often,1
4643,PMC8591044,Example Scenario,never,1
4644,PMC8591044,Legal and Ethical Guidelines,often,1
4645,PMC8591044,Resolution,likely,1
4646,PMC8591044,"Rights, Responsibilities, and Welfare of All Affected Parties",often,1
4647,PMC8591044,conclusion,often,1
4648,PMC8591044,discussion,likely,2
4649,PMC8591044,discussion,often,1
4650,PMC8591044,introduction,likely,3
4651,PMC8591044,introduction,often,4
4652,PMC8591044,introduction,possibly,1
4653,PMC8599587,discussion,frequently,1
4654,PMC8599587,discussion,usually,1
4655,PMC8599587,introduction,usually,1
4656,PMC8599587,method,always,1
4657,PMC8599587,method,never,1
4658,PMC8599587,method,often,1
4659,PMC8599587,method,rarely,1
4660,PMC8607471,conclusion,possibly,1
4661,PMC8607471,discussion,likely,3
